location_project,NearestSite,project,location,Lat,Long,NR,NSR,LUF,AHM,PET,FFP,MAP,MAT,MCMT,MWMT,TrueLat
229-NE_ABMI Ecosystem Health 2022,229,ABMI Ecosystem Health 2022,229-NE,58.600528,-114.789719,Boreal,Central Mixedwood,Lower Peace,21.3,487,105,394,-1.6,-23.9,16.5,58.600528
229-NW_ABMI Ecosystem Health 2022,229,ABMI Ecosystem Health 2022,229-NW,58.600528,-114.789719,Boreal,Central Mixedwood,Lower Peace,21.3,487,105,394,-1.6,-23.9,16.5,58.600528
229-SE_ABMI Ecosystem Health 2022,229,ABMI Ecosystem Health 2022,229-SE,58.600528,-114.789719,Boreal,Central Mixedwood,Lower Peace,21.3,487,105,394,-1.6,-23.9,16.5,58.600528
229-SW_ABMI Ecosystem Health 2022,229,ABMI Ecosystem Health 2022,229-SW,58.600528,-114.789719,Boreal,Central Mixedwood,Lower Peace,21.3,487,105,394,-1.6,-23.9,16.5,58.600528
230-NE_ABMI Ecosystem Health 2022,230,ABMI Ecosystem Health 2022,230-NE,58.563247,-114.427574,Boreal,Central Mixedwood,Lower Peace,23.5,490,109,383,-1,-23.1,16.8,58.563247
230-NW_ABMI Ecosystem Health 2022,230,ABMI Ecosystem Health 2022,230-NW,58.563247,-114.427574,Boreal,Central Mixedwood,Lower Peace,23.5,490,109,383,-1,-23.1,16.8,58.563247
230-SE_ABMI Ecosystem Health 2022,230,ABMI Ecosystem Health 2022,230-SE,58.563247,-114.427574,Boreal,Central Mixedwood,Lower Peace,23.5,490,109,383,-1,-23.1,16.8,58.563247
234-NE_ABMI Ecosystem Health 2016,234,ABMI Ecosystem Health 2016,234-NE,58.418022,-113.046516,Boreal,Central Mixedwood,Lower Peace,22.7,494,103,387,-1.2,-23.2,16.5,58.418022
234-NW_ABMI Ecosystem Health 2016,234,ABMI Ecosystem Health 2016,234-NW,58.418022,-113.046516,Boreal,Central Mixedwood,Lower Peace,22.7,494,103,387,-1.2,-23.2,16.5,58.418022
234-SE_ABMI Ecosystem Health 2015,234,ABMI Ecosystem Health 2015,234-SE,58.418022,-113.046516,Boreal,Central Mixedwood,Lower Peace,22.7,494,103,387,-1.2,-23.2,16.5,58.418022
234-SE_ABMI Ecosystem Health 2016,234,ABMI Ecosystem Health 2016,234-SE,58.418022,-113.046516,Boreal,Central Mixedwood,Lower Peace,22.7,494,103,387,-1.2,-23.2,16.5,58.418022
234-SW_ABMI Ecosystem Health 2016,234,ABMI Ecosystem Health 2016,234-SW,58.418022,-113.046516,Boreal,Central Mixedwood,Lower Peace,22.7,494,103,387,-1.2,-23.2,16.5,58.418022
235-NE_ABMI Ecosystem Health 2015,235,ABMI Ecosystem Health 2015,235-NE,58.367569,-112.757271,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367569
235-NE_ABMI Ecosystem Health 2016,235,ABMI Ecosystem Health 2016,235-NE,58.367569,-112.757271,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367569
235-NW_ABMI Ecosystem Health 2015,235,ABMI Ecosystem Health 2015,235-NW,58.367568,-112.75727,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
235-NW_ABMI Ecosystem Health 2016,235,ABMI Ecosystem Health 2016,235-NW,58.367568,-112.75727,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
235-SE_ABMI Ecosystem Health 2015,235,ABMI Ecosystem Health 2015,235-SE,58.367568,-112.75727,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
235-SE_ABMI Ecosystem Health 2016,235,ABMI Ecosystem Health 2016,235-SE,58.367568,-112.75727,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
235-SW_ABMI Ecosystem Health 2015,235,ABMI Ecosystem Health 2015,235-SW,58.367568,-112.757271,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
235-SW_ABMI Ecosystem Health 2016,235,ABMI Ecosystem Health 2016,235-SW,58.367568,-112.757271,Boreal,Central Mixedwood,Lower Peace,23,501,104,387,-1.1,-23.2,16.7,58.367568
236-NE_ABMI Ecosystem Health 2015,236,ABMI Ecosystem Health 2015,236-NE,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-NE_ABMI Ecosystem Health 2016,236,ABMI Ecosystem Health 2016,236-NE,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-NW_ABMI Ecosystem Health 2015,236,ABMI Ecosystem Health 2015,236-NW,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-NW_ABMI Ecosystem Health 2016,236,ABMI Ecosystem Health 2016,236-NW,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-SE_ABMI Ecosystem Health 2015,236,ABMI Ecosystem Health 2015,236-SE,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-SE_ABMI Ecosystem Health 2016,236,ABMI Ecosystem Health 2016,236-SE,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-SW_ABMI Ecosystem Health 2015,236,ABMI Ecosystem Health 2015,236-SW,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
236-SW_ABMI Ecosystem Health 2016,236,ABMI Ecosystem Health 2016,236-SW,58.374332,-112.436066,Boreal,Central Mixedwood,Lower Peace,23,499,104,387,-1.1,-23.2,16.7,58.374332
238-NE_ABMI Ecosystem Health 2018,238,ABMI Ecosystem Health 2018,238-NE,58.276688,-111.740158,Boreal,Central Mixedwood,Lower Peace,22.5,498,104,391,-1.2,-23.3,16.7,58.276688
238-SW_ABMI Ecosystem Health 2018,238,ABMI Ecosystem Health 2018,238-SW,58.276688,-111.740158,Boreal,Central Mixedwood,Lower Peace,22.5,498,104,391,-1.2,-23.3,16.7,58.276688
239-NE_ABMI Ecosystem Health 2018,239,ABMI Ecosystem Health 2018,239-NE,58.281978,-111.373962,Boreal,Athabasca Plain,Lower Athabasca,22.1,490,103,394,-1.3,-23.4,16.5,58.281978
239-SW_ABMI Ecosystem Health 2018,239,ABMI Ecosystem Health 2018,239-SW,58.281978,-111.373962,Boreal,Athabasca Plain,Lower Athabasca,22.1,490,103,394,-1.3,-23.4,16.5,58.281978
240-NE_ABMI Ecosystem Health 2016,240,ABMI Ecosystem Health 2016,240-NE,58.251968,-111.048103,Boreal,Athabasca Plain,Lower Athabasca,21.7,483,102,397,-1.4,-23.4,16.4,58.251968
240-NW_ABMI Ecosystem Health 2016,240,ABMI Ecosystem Health 2016,240-NW,58.251968,-111.048103,Boreal,Athabasca Plain,Lower Athabasca,21.7,483,102,397,-1.4,-23.4,16.4,58.251968
240-SE_ABMI Ecosystem Health 2016,240,ABMI Ecosystem Health 2016,240-SE,58.251968,-111.048103,Boreal,Athabasca Plain,Lower Athabasca,21.7,483,102,397,-1.4,-23.4,16.4,58.251968
240-SW_ABMI Ecosystem Health 2016,240,ABMI Ecosystem Health 2016,240-SW,58.251968,-111.048103,Boreal,Athabasca Plain,Lower Athabasca,21.7,483,102,397,-1.4,-23.4,16.4,58.251968
241-NE_ABMI Ecosystem Health 2016,241,ABMI Ecosystem Health 2016,241-NE,58.16154,-110.711548,Boreal,Athabasca Plain,Lower Athabasca,21.2,478,102,401,-1.5,-23.4,16.3,58.16154
241-NW_ABMI Ecosystem Health 2016,241,ABMI Ecosystem Health 2016,241-NW,58.16154,-110.711548,Boreal,Athabasca Plain,Lower Athabasca,21.2,478,102,401,-1.5,-23.4,16.3,58.16154
241-SE_ABMI Ecosystem Health 2016,241,ABMI Ecosystem Health 2016,241-SE,58.16154,-110.711548,Boreal,Athabasca Plain,Lower Athabasca,21.2,478,102,401,-1.5,-23.4,16.3,58.16154
241-SW_ABMI Ecosystem Health 2016,241,ABMI Ecosystem Health 2016,241-SW,58.16154,-110.711548,Boreal,Athabasca Plain,Lower Athabasca,21.2,478,102,401,-1.5,-23.4,16.3,58.16154
242-NE_ABMI Ecosystem Health 2016,242,ABMI Ecosystem Health 2016,242-NE,58.153949,-110.411049,Boreal,Athabasca Plain,Lower Athabasca,20.5,473,100,404,-1.7,-23.8,16.2,58.153949
242-NW_ABMI Ecosystem Health 2016,242,ABMI Ecosystem Health 2016,242-NW,58.153949,-110.411049,Boreal,Athabasca Plain,Lower Athabasca,20.5,473,100,404,-1.7,-23.8,16.2,58.153949
242-SE_ABMI Ecosystem Health 2016,242,ABMI Ecosystem Health 2016,242-SE,58.15395,-110.411049,Boreal,Athabasca Plain,Lower Athabasca,20.5,473,100,404,-1.7,-23.8,16.2,58.15395
242-SW_ABMI Ecosystem Health 2016,242,ABMI Ecosystem Health 2016,242-SW,58.153949,-110.411049,Boreal,Athabasca Plain,Lower Athabasca,20.5,473,100,404,-1.7,-23.8,16.2,58.153949
249-NE_ABMI Ecosystem Health 2021,249,ABMI Ecosystem Health 2021,249-NE,58.670001,-118.279434,Boreal,Central Mixedwood,Lower Peace,21.8,503,100,400,-1.3,-22.6,16.1,58.670001
249-NW_ABMI Ecosystem Health 2021,249,ABMI Ecosystem Health 2021,249-NW,58.670001,-118.279434,Boreal,Central Mixedwood,Lower Peace,21.8,503,100,400,-1.3,-22.6,16.1,58.670001
249-SE_ABMI Ecosystem Health 2021,249,ABMI Ecosystem Health 2021,249-SE,58.670001,-118.279434,Boreal,Central Mixedwood,Lower Peace,21.8,503,100,400,-1.3,-22.6,16.1,58.670001
249-SW_ABMI Ecosystem Health 2021,249,ABMI Ecosystem Health 2021,249-SW,58.670001,-118.279434,Boreal,Central Mixedwood,Lower Peace,21.8,503,100,400,-1.3,-22.6,16.1,58.670001
250-NE_ABMI Ecosystem Health 2021,250,ABMI Ecosystem Health 2021,250-NE,58.663471,-117.926727,Boreal,Central Mixedwood,Lower Peace,21.2,499,98,405,-1.4,-22.5,15.9,58.663471
250-NW_ABMI Ecosystem Health 2021,250,ABMI Ecosystem Health 2021,250-NW,58.663471,-117.926727,Boreal,Central Mixedwood,Lower Peace,21.2,499,98,405,-1.4,-22.5,15.9,58.663471
250-SE_ABMI Ecosystem Health 2021,250,ABMI Ecosystem Health 2021,250-SE,58.663471,-117.926727,Boreal,Central Mixedwood,Lower Peace,21.2,499,98,405,-1.4,-22.5,15.9,58.663471
250-SW_ABMI Ecosystem Health 2021,250,ABMI Ecosystem Health 2021,250-SW,58.663471,-117.926727,Boreal,Central Mixedwood,Lower Peace,21.2,499,98,405,-1.4,-22.5,15.9,58.663471
251-NW_ABMI Ecosystem Health 2021,251,ABMI Ecosystem Health 2021,251-NW,58.629795,-117.546501,Boreal,Lower Boreal Highlands,Lower Peace,16.5,432,85,442,-2.7,-23.3,14.6,58.629795
251-SE_ABMI Ecosystem Health 2021,251,ABMI Ecosystem Health 2021,251-SE,58.629795,-117.546501,Boreal,Lower Boreal Highlands,Lower Peace,16.5,432,85,442,-2.7,-23.3,14.6,58.629795
251-SW_ABMI Ecosystem Health 2021,251,ABMI Ecosystem Health 2021,251-SW,58.629795,-117.546501,Boreal,Lower Boreal Highlands,Lower Peace,16.5,432,85,442,-2.7,-23.3,14.6,58.629795
252-NE_ABMI Ecosystem Health 2020,252,ABMI Ecosystem Health 2020,252-NE,58.615291,-117.165581,Boreal,Dry Mixedwood,Lower Peace,21.4,505,100,406,-1.3,-21.7,16.2,58.615291
252-NW_ABMI Ecosystem Health 2020,252,ABMI Ecosystem Health 2020,252-NW,58.615291,-117.165581,Boreal,Dry Mixedwood,Lower Peace,21.4,505,100,406,-1.3,-21.7,16.2,58.615291
252-SE_ABMI Ecosystem Health 2020,252,ABMI Ecosystem Health 2020,252-SE,58.615291,-117.165581,Boreal,Dry Mixedwood,Lower Peace,21.4,505,100,406,-1.3,-21.7,16.2,58.615291
252-SW_ABMI Ecosystem Health 2020,252,ABMI Ecosystem Health 2020,252-SW,58.615291,-117.165581,Boreal,Dry Mixedwood,Lower Peace,21.4,505,100,406,-1.3,-21.7,16.2,58.615291
253-NE_ABMI Ecosystem Health 2020,253,ABMI Ecosystem Health 2020,253-NE,58.539279,-116.870667,Boreal,Dry Mixedwood,Lower Peace,22.1,508,103,402,-1.1,-21.9,16.4,58.539279
253-NW_ABMI Ecosystem Health 2020,253,ABMI Ecosystem Health 2020,253-NW,58.539279,-116.870667,Boreal,Dry Mixedwood,Lower Peace,22.1,508,103,402,-1.1,-21.9,16.4,58.539279
253-SW_ABMI Ecosystem Health 2020,253,ABMI Ecosystem Health 2020,253-SW,58.539279,-116.870667,Boreal,Dry Mixedwood,Lower Peace,22.1,508,103,402,-1.1,-21.9,16.4,58.539279
254-NE_ABMI Ecosystem Health 2020,254,ABMI Ecosystem Health 2020,254-NE,58.548671,-116.55793,Boreal,Dry Mixedwood,Lower Peace,22.7,506,107,396,-1,-22.3,16.7,58.548671
254-NW_ABMI Ecosystem Health 2020,254,ABMI Ecosystem Health 2020,254-NW,58.548671,-116.55793,Boreal,Dry Mixedwood,Lower Peace,22.7,506,107,396,-1,-22.3,16.7,58.548671
254-SE_ABMI Ecosystem Health 2020,254,ABMI Ecosystem Health 2020,254-SE,58.548671,-116.55793,Boreal,Dry Mixedwood,Lower Peace,22.7,506,107,396,-1,-22.3,16.7,58.548671
254-SW_ABMI Ecosystem Health 2020,254,ABMI Ecosystem Health 2020,254-SW,58.548671,-116.55793,Boreal,Dry Mixedwood,Lower Peace,22.7,506,107,396,-1,-22.3,16.7,58.548671
259-NE_ABMI Ecosystem Health 2022,259,ABMI Ecosystem Health 2022,259-NE,58.422798,-114.844818,Boreal,Dry Mixedwood,Lower Peace,23.8,497,111,387,-0.8,-22.8,17,58.422798
259-NW_ABMI Ecosystem Health 2022,259,ABMI Ecosystem Health 2022,259-NW,58.422798,-114.844818,Boreal,Dry Mixedwood,Lower Peace,23.8,497,111,387,-0.8,-22.8,17,58.422798
259-SE_ABMI Ecosystem Health 2022,259,ABMI Ecosystem Health 2022,259-SE,58.422798,-114.844818,Boreal,Dry Mixedwood,Lower Peace,23.8,497,111,387,-0.8,-22.8,17,58.422798
259-SW_ABMI Ecosystem Health 2022,259,ABMI Ecosystem Health 2022,259-SW,58.422798,-114.844818,Boreal,Dry Mixedwood,Lower Peace,23.8,497,111,387,-0.8,-22.8,17,58.422798
260-NE_ABMI Ecosystem Health 2022,260,ABMI Ecosystem Health 2022,260-NE,58.391109,-114.420227,Boreal,Central Mixedwood,Lower Peace,23.5,497,109,387,-0.9,-23,16.9,58.391109
260-NW_ABMI Ecosystem Health 2022,260,ABMI Ecosystem Health 2022,260-NW,58.391109,-114.420227,Boreal,Central Mixedwood,Lower Peace,23.5,497,109,387,-0.9,-23,16.9,58.391109
260-SE_ABMI Ecosystem Health 2022,260,ABMI Ecosystem Health 2022,260-SE,58.391109,-114.420227,Boreal,Central Mixedwood,Lower Peace,23.5,497,109,387,-0.9,-23,16.9,58.391109
264-NE_ABMI Ecosystem Health 2015,264,ABMI Ecosystem Health 2015,264-NE,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-NE_ABMI Ecosystem Health 2016,264,ABMI Ecosystem Health 2016,264-NE,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-NW_ABMI Ecosystem Health 2015,264,ABMI Ecosystem Health 2015,264-NW,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-NW_ABMI Ecosystem Health 2016,264,ABMI Ecosystem Health 2016,264-NW,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-SE_ABMI Ecosystem Health 2015,264,ABMI Ecosystem Health 2015,264-SE,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-SE_ABMI Ecosystem Health 2016,264,ABMI Ecosystem Health 2016,264-SE,58.25381,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.25381
264-SW_ABMI Ecosystem Health 2015,264,ABMI Ecosystem Health 2015,264-SW,58.253811,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.253811
264-SW_ABMI Ecosystem Health 2016,264,ABMI Ecosystem Health 2016,264-SW,58.253811,-113.129601,Boreal,Central Mixedwood,Lower Peace,23,497,104,392,-1,-22.9,16.5,58.253811
265-NE_ABMI Ecosystem Health 2015,265,ABMI Ecosystem Health 2015,265-NE,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-NE_ABMI Ecosystem Health 2016,265,ABMI Ecosystem Health 2016,265-NE,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-NW_ABMI Ecosystem Health 2015,265,ABMI Ecosystem Health 2015,265-NW,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-NW_ABMI Ecosystem Health 2016,265,ABMI Ecosystem Health 2016,265-NW,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-SE_ABMI Ecosystem Health 2015,265,ABMI Ecosystem Health 2015,265-SE,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-SE_ABMI Ecosystem Health 2016,265,ABMI Ecosystem Health 2016,265-SE,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-SW_ABMI Ecosystem Health 2015,265,ABMI Ecosystem Health 2015,265-SW,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
265-SW_ABMI Ecosystem Health 2016,265,ABMI Ecosystem Health 2016,265-SW,58.207672,-112.842941,Boreal,Central Mixedwood,Lower Peace,22.2,477,101,401,-1.1,-22.1,15.9,58.207672
266-NE_ABMI Ecosystem Health 2015,266,ABMI Ecosystem Health 2015,266-NE,58.205688,-112.512741,Boreal,Central Mixedwood,Lower Peace,21.5,474,100,404,-1.3,-22.3,15.7,58.205688
266-NW_ABMI Ecosystem Health 2015,266,ABMI Ecosystem Health 2015,266-NW,58.205688,-112.512741,Boreal,Central Mixedwood,Lower Peace,21.5,474,100,404,-1.3,-22.3,15.7,58.205688
266-SE_ABMI Ecosystem Health 2015,266,ABMI Ecosystem Health 2015,266-SE,58.205688,-112.512741,Boreal,Central Mixedwood,Lower Peace,21.5,474,100,404,-1.3,-22.3,15.7,58.205688
266-SW_ABMI Ecosystem Health 2015,266,ABMI Ecosystem Health 2015,266-SW,58.205688,-112.512741,Boreal,Central Mixedwood,Lower Peace,21.5,474,100,404,-1.3,-22.3,15.7,58.205688
267-NE_ABMI Ecosystem Health 2018,267,ABMI Ecosystem Health 2018,267-NE,58.177471,-112.180862,Boreal,Central Mixedwood,Lower Peace,22.1,497,101,399,-1.2,-23.2,16.4,58.177471
267-SW_ABMI Ecosystem Health 2018,267,ABMI Ecosystem Health 2018,267-SW,58.177471,-112.180862,Boreal,Central Mixedwood,Lower Peace,22.1,497,101,399,-1.2,-23.2,16.4,58.177471
268-NE_ABMI Ecosystem Health 2018,268,ABMI Ecosystem Health 2018,268-NE,58.141891,-111.783432,Boreal,Athabasca Plain,Lower Peace,22.8,499,104,395,-1,-23,16.6,58.141891
268-SW_ABMI Ecosystem Health 2018,268,ABMI Ecosystem Health 2018,268-SW,58.141891,-111.783432,Boreal,Athabasca Plain,Lower Peace,22.8,499,104,395,-1,-23,16.6,58.141891
269-NE_ABMI Ecosystem Health 2018,269,ABMI Ecosystem Health 2018,269-NE,58.078594,-111.46656,Boreal,Athabasca Plain,Lower Athabasca,22.4,498,105,398,-1.1,-23.2,16.5,58.078594
269-SW_ABMI Ecosystem Health 2018,269,ABMI Ecosystem Health 2018,269-SW,58.078594,-111.46656,Boreal,Athabasca Plain,Lower Athabasca,22.4,498,105,398,-1.1,-23.2,16.5,58.078594
270-NE_ABMI Ecosystem Health 2016,270,ABMI Ecosystem Health 2016,270-NE,58.021747,-111.160591,Boreal,Athabasca Plain,Lower Athabasca,21.9,491,103,402,-1.2,-23.1,16.4,58.021747
270-NW_ABMI Ecosystem Health 2016,270,ABMI Ecosystem Health 2016,270-NW,58.021747,-111.160591,Boreal,Athabasca Plain,Lower Athabasca,21.9,491,103,402,-1.2,-23.1,16.4,58.021747
270-SE_ABMI Ecosystem Health 2016,270,ABMI Ecosystem Health 2016,270-SE,58.021747,-111.160591,Boreal,Athabasca Plain,Lower Athabasca,21.9,491,103,402,-1.2,-23.1,16.4,58.021747
270-SW_ABMI Ecosystem Health 2016,270,ABMI Ecosystem Health 2016,270-SW,58.021747,-111.160591,Boreal,Athabasca Plain,Lower Athabasca,21.9,491,103,402,-1.2,-23.1,16.4,58.021747
271-NE_ABMI Ecosystem Health 2016,271,ABMI Ecosystem Health 2016,271-NE,58.014492,-110.813072,Boreal,Athabasca Plain,Lower Athabasca,21.3,489,103,403,-1.4,-23.4,16.5,58.014492
271-NW_ABMI Ecosystem Health 2016,271,ABMI Ecosystem Health 2016,271-NW,58.014492,-110.813072,Boreal,Athabasca Plain,Lower Athabasca,21.3,489,103,403,-1.4,-23.4,16.5,58.014492
271-SE_ABMI Ecosystem Health 2016,271,ABMI Ecosystem Health 2016,271-SE,58.014492,-110.813072,Boreal,Athabasca Plain,Lower Athabasca,21.3,489,103,403,-1.4,-23.4,16.5,58.014492
271-SW_ABMI Ecosystem Health 2016,271,ABMI Ecosystem Health 2016,271-SW,58.014492,-110.813072,Boreal,Athabasca Plain,Lower Athabasca,21.3,489,103,403,-1.4,-23.4,16.5,58.014492
272-NE_ABMI Ecosystem Health 2016,272,ABMI Ecosystem Health 2016,272-NE,57.993595,-110.466278,Boreal,Athabasca Plain,Lower Athabasca,20.6,480,100,408,-1.6,-23.5,16.3,57.993595
272-NW_ABMI Ecosystem Health 2016,272,ABMI Ecosystem Health 2016,272-NW,57.993595,-110.466278,Boreal,Athabasca Plain,Lower Athabasca,20.6,480,100,408,-1.6,-23.5,16.3,57.993595
272-SE_ABMI Ecosystem Health 2016,272,ABMI Ecosystem Health 2016,272-SE,57.993595,-110.466278,Boreal,Athabasca Plain,Lower Athabasca,20.6,480,100,408,-1.6,-23.5,16.3,57.993595
272-SW_ABMI Ecosystem Health 2016,272,ABMI Ecosystem Health 2016,272-SW,57.993595,-110.466278,Boreal,Athabasca Plain,Lower Athabasca,20.6,480,100,408,-1.6,-23.5,16.3,57.993595
277-NE_ABMI Ecosystem Health 2018,277,ABMI Ecosystem Health 2018,277-NE,58.522884,-118.900536,Boreal,Central Mixedwood,Lower Peace,21.2,496,100,405,-1.4,-22.7,15.9,58.522884
277-NW_ABMI Ecosystem Health 2018,277,ABMI Ecosystem Health 2018,277-NW,58.522884,-118.900536,Boreal,Central Mixedwood,Lower Peace,21.2,496,100,405,-1.4,-22.7,15.9,58.522884
277-SE_ABMI Ecosystem Health 2018,277,ABMI Ecosystem Health 2018,277-SE,58.522884,-118.900536,Boreal,Central Mixedwood,Lower Peace,21.2,496,100,405,-1.4,-22.7,15.9,58.522884
277-SW_ABMI Ecosystem Health 2018,277,ABMI Ecosystem Health 2018,277-SW,58.522884,-118.900536,Boreal,Central Mixedwood,Lower Peace,21.2,496,100,405,-1.4,-22.7,15.9,58.522884
279-NE_ABMI Ecosystem Health 2021,279,ABMI Ecosystem Health 2021,279-NE,58.451194,-118.30825,Boreal,Central Mixedwood,Lower Peace,21.8,501,100,409,-1.1,-22.3,15.9,58.451194
279-NW_ABMI Ecosystem Health 2021,279,ABMI Ecosystem Health 2021,279-NW,58.451194,-118.30825,Boreal,Central Mixedwood,Lower Peace,21.8,501,100,409,-1.1,-22.3,15.9,58.451194
279-SE_ABMI Ecosystem Health 2021,279,ABMI Ecosystem Health 2021,279-SE,58.451194,-118.30825,Boreal,Central Mixedwood,Lower Peace,21.8,501,100,409,-1.1,-22.3,15.9,58.451194
279-SW_ABMI Ecosystem Health 2021,279,ABMI Ecosystem Health 2021,279-SW,58.451194,-118.30825,Boreal,Central Mixedwood,Lower Peace,21.8,501,100,409,-1.1,-22.3,15.9,58.451194
280-NE_ABMI Ecosystem Health 2021,280,ABMI Ecosystem Health 2021,280-NE,58.48693,-117.974716,Boreal,Central Mixedwood,Lower Peace,21.1,502,97,412,-1.3,-22.5,15.8,58.48693
280-NW_ABMI Ecosystem Health 2021,280,ABMI Ecosystem Health 2021,280-NW,58.48693,-117.974716,Boreal,Central Mixedwood,Lower Peace,21.1,502,97,412,-1.3,-22.5,15.8,58.48693
280-SE_ABMI Ecosystem Health 2021,280,ABMI Ecosystem Health 2021,280-SE,58.48693,-117.974716,Boreal,Central Mixedwood,Lower Peace,21.1,502,97,412,-1.3,-22.5,15.8,58.48693
280-SW_ABMI Ecosystem Health 2021,280,ABMI Ecosystem Health 2021,280-SW,58.48693,-117.974716,Boreal,Central Mixedwood,Lower Peace,21.1,502,97,412,-1.3,-22.5,15.8,58.48693
281-NE_ABMI Ecosystem Health 2021,281,ABMI Ecosystem Health 2021,281-NE,58.424129,-117.608231,Boreal,Dry Mixedwood,Lower Peace,21.6,509,99,412,-1.1,-22,16.1,58.424129
281-NW_ABMI Ecosystem Health 2021,281,ABMI Ecosystem Health 2021,281-NW,58.424129,-117.608231,Boreal,Dry Mixedwood,Lower Peace,21.6,509,99,412,-1.1,-22,16.1,58.424129
281-SE_ABMI Ecosystem Health 2021,281,ABMI Ecosystem Health 2021,281-SE,58.424129,-117.608231,Boreal,Dry Mixedwood,Lower Peace,21.6,509,99,412,-1.1,-22,16.1,58.424129
281-SW_ABMI Ecosystem Health 2021,281,ABMI Ecosystem Health 2021,281-SW,58.424129,-117.608231,Boreal,Dry Mixedwood,Lower Peace,21.6,509,99,412,-1.1,-22,16.1,58.424129
282-NE_ABMI Ecosystem Health 2020,282,ABMI Ecosystem Health 2020,282-NE,58.382511,-117.252838,Boreal,Dry Mixedwood,Lower Peace,22.2,515,102,409,-0.9,-21.6,16.3,58.382511
282-NW_ABMI Ecosystem Health 2020,282,ABMI Ecosystem Health 2020,282-NW,58.382511,-117.252838,Boreal,Dry Mixedwood,Lower Peace,22.2,515,102,409,-0.9,-21.6,16.3,58.382511
282-SE_ABMI Ecosystem Health 2020,282,ABMI Ecosystem Health 2020,282-SE,58.382511,-117.252838,Boreal,Dry Mixedwood,Lower Peace,22.2,515,102,409,-0.9,-21.6,16.3,58.382511
282-SW_ABMI Ecosystem Health 2020,282,ABMI Ecosystem Health 2020,282-SW,58.382511,-117.252838,Boreal,Dry Mixedwood,Lower Peace,22.2,515,102,409,-0.9,-21.6,16.3,58.382511
283-NE_ABMI Ecosystem Health 2020,283,ABMI Ecosystem Health 2020,283-NE,58.372741,-116.99353,Boreal,Dry Mixedwood,Lower Peace,22.9,516,103,402,-0.8,-21.6,16.5,58.372741
