location_project,NearestSite,project,location,Lat,Long,NR,NSR,LUF,AHM,PET,FFP,MAP,MAT,MCMT,MWMT,TrueLat
16-NE_ABMI Ecosystem Health 2017,16,ABMI Ecosystem Health 2017,16-NE,59.737674,-111.459206,Canadian Shield,Kazan Uplands,Lower Athabasca,19.9,419,98,357,-2.9,-25.1,16,59.737674
16-NW_ABMI Ecosystem Health 2017,16,ABMI Ecosystem Health 2017,16-NW,59.737674,-111.459206,Canadian Shield,Kazan Uplands,Lower Athabasca,19.9,419,98,357,-2.9,-25.1,16,59.737674
16-SE_ABMI Ecosystem Health 2017,16,ABMI Ecosystem Health 2017,16-SE,59.737674,-111.459206,Canadian Shield,Kazan Uplands,Lower Athabasca,19.9,419,98,357,-2.9,-25.1,16,59.737674
16-SW_ABMI Ecosystem Health 2017,16,ABMI Ecosystem Health 2017,16-SW,59.737674,-111.459206,Canadian Shield,Kazan Uplands,Lower Athabasca,19.9,419,98,357,-2.9,-25.1,16,59.737674
160-NE_ABMI Ecosystem Health 2021,160,ABMI Ecosystem Health 2021,160-NE,59.170574,-118.207489,Boreal,Central Mixedwood,Lower Peace,20.6,486,96,389,-2,-23.4,15.8,59.170574
160-NW_ABMI Ecosystem Health 2021,160,ABMI Ecosystem Health 2021,160-NW,59.170574,-118.207489,Boreal,Central Mixedwood,Lower Peace,20.6,486,96,389,-2,-23.4,15.8,59.170574
161-NE_ABMI Ecosystem Health 2021,161,ABMI Ecosystem Health 2021,161-NE,59.192176,-117.813477,Boreal,Central Mixedwood,Lower Peace,20.6,490,96,388,-2,-23.3,16,59.192176
161-NW_ABMI Ecosystem Health 2021,161,ABMI Ecosystem Health 2021,161-NW,59.192176,-117.813477,Boreal,Central Mixedwood,Lower Peace,20.6,490,96,388,-2,-23.3,16,59.192176
161-SW_ABMI Ecosystem Health 2021,161,ABMI Ecosystem Health 2021,161-SW,59.192176,-117.813477,Boreal,Central Mixedwood,Lower Peace,20.6,490,96,388,-2,-23.3,16,59.192176
1616-NE_ABMI Ecosystem Health 2022,1616,ABMI Ecosystem Health 2022,1616-NE,51.5,-114.437668,Rocky Mountain,Montane,South Saskatchewan,19.5,538,83,622,2.1,-9.7,13.9,49.62746
1616-NW_ABMI Ecosystem Health 2022,1616,ABMI Ecosystem Health 2022,1616-NW,51.5,-114.437668,Rocky Mountain,Montane,South Saskatchewan,19.5,538,83,622,2.1,-9.7,13.9,49.62746
1616-SE_ABMI Ecosystem Health 2022,1616,ABMI Ecosystem Health 2022,1616-SE,51.5,-114.437668,Rocky Mountain,Montane,South Saskatchewan,19.5,538,83,622,2.1,-9.7,13.9,49.62746
1616-SW_ABMI Ecosystem Health 2022,1616,ABMI Ecosystem Health 2022,1616-SW,51.5,-114.437668,Rocky Mountain,Montane,South Saskatchewan,19.5,538,83,622,2.1,-9.7,13.9,49.62746
1633-NE_ABMI Ecosystem Health 2022,1633,ABMI Ecosystem Health 2022,1633-NE,51.5,-114.494072,Rocky Mountain,Subalpine,South Saskatchewan,15.3,512,84,773,1.8,-9.5,13.5,49.428188
1633-NW_ABMI Ecosystem Health 2022,1633,ABMI Ecosystem Health 2022,1633-NW,51.5,-114.494072,Rocky Mountain,Subalpine,South Saskatchewan,15.3,512,84,773,1.8,-9.5,13.5,49.428188
1633-SE_ABMI Ecosystem Health 2022,1633,ABMI Ecosystem Health 2022,1633-SE,51.5,-114.494072,Rocky Mountain,Subalpine,South Saskatchewan,15.3,512,84,773,1.8,-9.5,13.5,49.428188
1633-SW_ABMI Ecosystem Health 2022,1633,ABMI Ecosystem Health 2022,1633-SW,51.5,-114.494072,Rocky Mountain,Subalpine,South Saskatchewan,15.3,512,84,773,1.8,-9.5,13.5,49.428188
1634-NW_ABMI Ecosystem Health 2022,1634,ABMI Ecosystem Health 2022,1634-NW,51.5,-114.182281,Rocky Mountain,Montane,South Saskatchewan,19.3,592,97,700,3.5,-8.7,15.1,49.435676
1634-SE_ABMI Ecosystem Health 2022,1634,ABMI Ecosystem Health 2022,1634-SE,51.5,-114.185303,Rocky Mountain,Montane,South Saskatchewan,19.3,592,97,700,3.5,-8.7,15.1,49.435676
1634-SW_ABMI Ecosystem Health 2022,1634,ABMI Ecosystem Health 2022,1634-SW,51.5,-114.182281,Rocky Mountain,Montane,South Saskatchewan,19.3,592,97,700,3.5,-8.7,15.1,49.435676
1647-NE_ABMI Ecosystem Health 2017,1647,ABMI Ecosystem Health 2017,1647-NE,51.5,-114.281158,Rocky Mountain,Subalpine,South Saskatchewan,10.2,532,88,1183,2.1,-9.9,14.1,49.219768
1647-NW_ABMI Ecosystem Health 2017,1647,ABMI Ecosystem Health 2017,1647-NW,51.5,-114.281158,Rocky Mountain,Subalpine,South Saskatchewan,10.2,532,88,1183,2.1,-9.9,14.1,49.219768
1647-SE_ABMI Ecosystem Health 2017,1647,ABMI Ecosystem Health 2017,1647-SE,51.5,-114.281158,Rocky Mountain,Subalpine,South Saskatchewan,10.2,532,88,1183,2.1,-9.9,14.1,49.219768
1647-SW_ABMI Ecosystem Health 2017,1647,ABMI Ecosystem Health 2017,1647-SW,51.5,-114.281158,Rocky Mountain,Subalpine,South Saskatchewan,10.2,532,88,1183,2.1,-9.9,14.1,49.219768
1648-NE_ABMI Ecosystem Health 2018,1648,ABMI Ecosystem Health 2018,1648-NE,51.5,-114.023636,Rocky Mountain,Subalpine,South Saskatchewan,9.8,525,88,1224,2,-9.8,14,49.225746
1648-NW_ABMI Ecosystem Health 2018,1648,ABMI Ecosystem Health 2018,1648-NW,51.5,-114.023636,Rocky Mountain,Subalpine,South Saskatchewan,9.8,525,88,1224,2,-9.8,14,49.225746
1648-SE_ABMI Ecosystem Health 2018,1648,ABMI Ecosystem Health 2018,1648-SE,51.5,-114.023636,Rocky Mountain,Subalpine,South Saskatchewan,9.8,525,88,1224,2,-9.8,14,49.225746
1649-NE_ABMI Ecosystem Health 2018,1649,ABMI Ecosystem Health 2018,1649-NE,51.5,-113.802986,Parkland,Foothills Parkland,South Saskatchewan,17.9,595,102,772,3.8,-7.9,15.4,49.191238
1649-NW_ABMI Ecosystem Health 2018,1649,ABMI Ecosystem Health 2018,1649-NW,51.5,-113.802986,Parkland,Foothills Parkland,South Saskatchewan,17.9,595,102,772,3.8,-7.9,15.4,49.191238
1649-SE_ABMI Ecosystem Health 2018,1649,ABMI Ecosystem Health 2018,1649-SE,51.5,-113.80299,Parkland,Foothills Parkland,South Saskatchewan,17.9,595,102,772,3.8,-7.9,15.4,49.191238
1649-SW_ABMI Ecosystem Health 2018,1649,ABMI Ecosystem Health 2018,1649-SW,51.5,-113.802986,Parkland,Foothills Parkland,South Saskatchewan,17.9,595,102,772,3.8,-7.9,15.4,49.191238
1656-SE_ABMI Ecosystem Health 2018,1656,ABMI Ecosystem Health 2018,1656-SE,51.5,-113.823624,Rocky Mountain,Alpine,South Saskatchewan,6.1,400,85,1761,0.7,-9.5,11.8,48.999114
1656-SW_ABMI Ecosystem Health 2018,1656,ABMI Ecosystem Health 2018,1656-SW,51.5,-113.823624,Rocky Mountain,Alpine,South Saskatchewan,6.1,400,85,1761,0.7,-9.5,11.8,48.999114
17-NE_ABMI Ecosystem Health 2017,17,ABMI Ecosystem Health 2017,17-NE,59.700065,-111.143211,Canadian Shield,Kazan Uplands,Lower Athabasca,19.4,408,98,360,-3,-25.1,15.8,59.700065
17-NW_ABMI Ecosystem Health 2017,17,ABMI Ecosystem Health 2017,17-NW,59.700065,-111.143211,Canadian Shield,Kazan Uplands,Lower Athabasca,19.4,408,98,360,-3,-25.1,15.8,59.700065
17-SE_ABMI Ecosystem Health 2017,17,ABMI Ecosystem Health 2017,17-SE,59.700065,-111.143211,Canadian Shield,Kazan Uplands,Lower Athabasca,19.4,408,98,360,-3,-25.1,15.8,59.700065
17-SW_ABMI Ecosystem Health 2017,17,ABMI Ecosystem Health 2017,17-SW,59.700065,-111.143211,Canadian Shield,Kazan Uplands,Lower Athabasca,19.4,408,98,360,-3,-25.1,15.8,59.700065
18-NE_ABMI Ecosystem Health 2017,18,ABMI Ecosystem Health 2017,18-NE,59.662021,-110.840218,Canadian Shield,Kazan Uplands,Lower Athabasca,18.7,405,98,363,-3.2,-25.6,15.8,59.662021
18-NW_ABMI Ecosystem Health 2017,18,ABMI Ecosystem Health 2017,18-NW,59.662021,-110.840218,Canadian Shield,Kazan Uplands,Lower Athabasca,18.7,405,98,363,-3.2,-25.6,15.8,59.662021
18-SE_ABMI Ecosystem Health 2017,18,ABMI Ecosystem Health 2017,18-SE,59.662021,-110.840218,Canadian Shield,Kazan Uplands,Lower Athabasca,18.7,405,98,363,-3.2,-25.6,15.8,59.662021
18-SW_ABMI Ecosystem Health 2017,18,ABMI Ecosystem Health 2017,18-SW,59.662021,-110.840218,Canadian Shield,Kazan Uplands,Lower Athabasca,18.7,405,98,363,-3.2,-25.6,15.8,59.662021
181-NE_ABMI Ecosystem Health 2017,181,ABMI Ecosystem Health 2017,181-NE,58.554272,-110.968216,Boreal,Peace-Athabasca Delta,Lower Athabasca,21.7,477,104,383,-1.7,-23.9,16.6,58.554272
181-NW_ABMI Ecosystem Health 2017,181,ABMI Ecosystem Health 2017,181-NW,58.554272,-110.968216,Boreal,Peace-Athabasca Delta,Lower Athabasca,21.7,477,104,383,-1.7,-23.9,16.6,58.554272
181-SE_ABMI Ecosystem Health 2017,181,ABMI Ecosystem Health 2017,181-SE,58.554272,-110.968216,Boreal,Peace-Athabasca Delta,Lower Athabasca,21.7,477,104,383,-1.7,-23.9,16.6,58.554272
181-SW_ABMI Ecosystem Health 2017,181,ABMI Ecosystem Health 2017,181-SW,58.554272,-110.968216,Boreal,Peace-Athabasca Delta,Lower Athabasca,21.7,477,104,383,-1.7,-23.9,16.6,58.554272
182-NE_ABMI Ecosystem Health 2017,182,ABMI Ecosystem Health 2017,182-NE,58.5611,-110.64372,Boreal,Athabasca Plain,Lower Athabasca,21.3,468,103,385,-1.8,-23.9,16.3,58.5611
182-NW_ABMI Ecosystem Health 2017,182,ABMI Ecosystem Health 2017,182-NW,58.5611,-110.64372,Boreal,Athabasca Plain,Lower Athabasca,21.3,468,103,385,-1.8,-23.9,16.3,58.5611
182-SE_ABMI Ecosystem Health 2017,182,ABMI Ecosystem Health 2017,182-SE,58.5611,-110.643715,Boreal,Athabasca Plain,Lower Athabasca,21.3,468,103,385,-1.8,-23.9,16.3,58.5611
182-SW_ABMI Ecosystem Health 2017,182,ABMI Ecosystem Health 2017,182-SW,58.5611,-110.643715,Boreal,Athabasca Plain,Lower Athabasca,21.3,468,103,385,-1.8,-23.9,16.3,58.5611
183-NE_ABMI Ecosystem Health 2017,183,ABMI Ecosystem Health 2017,183-NE,58.498306,-110.255699,Boreal,Athabasca Plain,Lower Athabasca,20.9,427,101,388,-1.9,-24.1,16.3,58.498306
183-NW_ABMI Ecosystem Health 2017,183,ABMI Ecosystem Health 2017,183-NW,58.498306,-110.255699,Boreal,Athabasca Plain,Lower Athabasca,20.9,427,101,388,-1.9,-24.1,16.3,58.498306
183-SE_ABMI Ecosystem Health 2017,183,ABMI Ecosystem Health 2017,183-SE,58.498306,-110.255699,Boreal,Athabasca Plain,Lower Athabasca,20.9,427,101,388,-1.9,-24.1,16.3,58.498306
183-SW_ABMI Ecosystem Health 2017,183,ABMI Ecosystem Health 2017,183-SW,58.498306,-110.255699,Boreal,Athabasca Plain,Lower Athabasca,20.9,427,101,388,-1.9,-24.1,16.3,58.498306
187-NE_ABMI Ecosystem Health 2018,187,ABMI Ecosystem Health 2018,187-NE,59.021698,-118.882507,Boreal,Central Mixedwood,Lower Peace,21.3,496,98,390,-1.7,-23.5,16.1,59.021698
187-NW_ABMI Ecosystem Health 2018,187,ABMI Ecosystem Health 2018,187-NW,59.021698,-118.882507,Boreal,Central Mixedwood,Lower Peace,21.3,496,98,390,-1.7,-23.5,16.1,59.021698
187-SE_ABMI Ecosystem Health 2018,187,ABMI Ecosystem Health 2018,187-SE,59.021698,-118.882507,Boreal,Central Mixedwood,Lower Peace,21.3,496,98,390,-1.7,-23.5,16.1,59.021698
187-SW_ABMI Ecosystem Health 2018,187,ABMI Ecosystem Health 2018,187-SW,59.021698,-118.882507,Boreal,Central Mixedwood,Lower Peace,21.3,496,98,390,-1.7,-23.5,16.1,59.021698
19-NE_ABMI Ecosystem Health 2018,19,ABMI Ecosystem Health 2018,19-NE,59.607685,-110.419456,Canadian Shield,Kazan Uplands,Lower Athabasca,18.8,397,98,362,-3.2,-25.5,15.7,59.607685
19-SW_ABMI Ecosystem Health 2018,19,ABMI Ecosystem Health 2018,19-SW,59.607685,-110.419456,Canadian Shield,Kazan Uplands,Lower Athabasca,18.8,397,98,362,-3.2,-25.5,15.7,59.607685
190-NW_ABMI Ecosystem Health 2021,190,ABMI Ecosystem Health 2021,190-NW,58.980861,-117.833282,Boreal,Central Mixedwood,Lower Peace,21.1,500,99,393,-1.7,-23,16.2,58.980861
190-SE_ABMI Ecosystem Health 2021,190,ABMI Ecosystem Health 2021,190-SE,58.980861,-117.833282,Boreal,Central Mixedwood,Lower Peace,21.1,500,99,393,-1.7,-23,16.2,58.980861
190-SW_ABMI Ecosystem Health 2021,190,ABMI Ecosystem Health 2021,190-SW,58.980861,-117.833282,Boreal,Central Mixedwood,Lower Peace,21.1,500,99,393,-1.7,-23,16.2,58.980861
191-NE_ABMI Ecosystem Health 2021,191,ABMI Ecosystem Health 2021,191-NE,58.945358,-117.481285,Boreal,Central Mixedwood,Lower Peace,20.7,493,97,397,-1.8,-22.6,15.9,58.945358
191-NW_ABMI Ecosystem Health 2021,191,ABMI Ecosystem Health 2021,191-NW,58.945358,-117.481285,Boreal,Central Mixedwood,Lower Peace,20.7,493,97,397,-1.8,-22.6,15.9,58.945358
191-SE_ABMI Ecosystem Health 2021,191,ABMI Ecosystem Health 2021,191-SE,58.945358,-117.481285,Boreal,Central Mixedwood,Lower Peace,20.7,493,97,397,-1.8,-22.6,15.9,58.945358
191-SW_ABMI Ecosystem Health 2021,191,ABMI Ecosystem Health 2021,191-SW,58.945358,-117.481285,Boreal,Central Mixedwood,Lower Peace,20.7,493,97,397,-1.8,-22.6,15.9,58.945358
198-NE_ABMI Ecosystem Health 2022,198,ABMI Ecosystem Health 2022,198-NE,58.78894,-115.122055,Boreal,Boreal Subarctic,Lower Peace,13.2,370,82,454,-4,-24.9,13.6,58.78894
198-NW_ABMI Ecosystem Health 2022,198,ABMI Ecosystem Health 2022,198-NW,58.78894,-115.122055,Boreal,Boreal Subarctic,Lower Peace,13.2,370,82,454,-4,-24.9,13.6,58.78894
198-SE_ABMI Ecosystem Health 2022,198,ABMI Ecosystem Health 2022,198-SE,58.78894,-115.122055,Boreal,Boreal Subarctic,Lower Peace,13.2,370,82,454,-4,-24.9,13.6,58.78894
198-SW_ABMI Ecosystem Health 2022,198,ABMI Ecosystem Health 2022,198-SW,58.78894,-115.122055,Boreal,Boreal Subarctic,Lower Peace,13.2,370,82,454,-4,-24.9,13.6,58.78894
2-0-MA16A_ABMI OSM 2021,825,ABMI OSM 2021,2-0-MA16A,54.931663,-111.556736,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.931663
2-0-MA22A_ABMI OSM 2021,793,ABMI OSM 2021,2-0-MA22A,54.958338,-111.780457,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.958338
2-0-MA48A_ABMI OSM 2021,793,ABMI OSM 2021,2-0-MA48A,54.988323,-111.634115,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.988323
2-0-MA49A_ABMI OSM 2021,793,ABMI OSM 2021,2-0-MA49A,54.980075,-111.572965,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.980075
2-1A1-CA1_ABMI OSM 2021,793,ABMI OSM 2021,2-1A1-CA1,54.95005,-111.647127,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.95005
2-1A1-CA2_ABMI OSM 2021,793,ABMI OSM 2021,2-1A1-CA2,54.95001,-111.662003,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.95001
2-1A1-CA3_ABMI OSM 2021,793,ABMI OSM 2021,2-1A1-CA3,54.955951,-111.650114,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.955951
2-1A1-CA4_ABMI OSM 2021,793,ABMI OSM 2021,2-1A1-CA4,54.962667,-111.655957,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.962667
2-1A1-CA5_ABMI OSM 2021,793,ABMI OSM 2021,2-1A1-CA5,54.957588,-111.665752,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.957588
2-1B1-CA2_ABMI OSM 2021,793,ABMI OSM 2021,2-1B1-CA2,54.944271,-111.60697,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.944271
2-1B1-CA3_ABMI OSM 2021,793,ABMI OSM 2021,2-1B1-CA3,54.947892,-111.618908,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.947892
2-1B1-CA4_ABMI OSM 2021,793,ABMI OSM 2021,2-1B1-CA4,54.941913,-111.61199,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.941913
2-1B1-CA5_ABMI OSM 2021,793,ABMI OSM 2021,2-1B1-CA5,54.940219,-111.618081,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.940219
2-2A1-CA1_ABMI OSM 2021,825,ABMI OSM 2021,2-2A1-CA1,54.927963,-111.584864,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.927963
2-2A1-CA2_ABMI OSM 2021,825,ABMI OSM 2021,2-2A1-CA2,54.922647,-111.579828,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.922647
2-2A1-CA3_ABMI OSM 2021,825,ABMI OSM 2021,2-2A1-CA3,54.925198,-111.568844,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.925198
2-2A1-CA4_ABMI OSM 2021,825,ABMI OSM 2021,2-2A1-CA4,54.919974,-111.565916,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.919974
2-2A1-CA5_ABMI OSM 2021,825,ABMI OSM 2021,2-2A1-CA5,54.932233,-111.590959,Boreal,Central Mixedwood,Lower Athabasca,23.7,538,103,460,0.9,-17.3,15.9,54.932233
2-2B1-CA1_ABMI OSM 2021,793,ABMI OSM 2021,2-2B1-CA1,54.954401,-111.629093,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.954401
2-2B1-CA2_ABMI OSM 2021,793,ABMI OSM 2021,2-2B1-CA2,54.966593,-111.634985,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.966593
2-2B1-CA3_ABMI OSM 2021,793,ABMI OSM 2021,2-2B1-CA3,54.960752,-111.628988,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.960752
2-2B1-CA4_ABMI OSM 2021,793,ABMI OSM 2021,2-2B1-CA4,54.961225,-111.636838,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.961225
2-2B1-CA5_ABMI OSM 2021,793,ABMI OSM 2021,2-2B1-CA5,54.968781,-111.64383,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.968781
2-3A1-CA10_ABMI OSM 2021,793,ABMI OSM 2021,2-3A1-CA10,54.953403,-111.764107,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.953403
2-3B1-CA10_ABMI OSM 2021,793,ABMI OSM 2021,2-3B1-CA10,54.94025,-111.589273,Boreal,Central Mixedwood,Lower Athabasca,23.6,539,103,461,0.9,-17.7,16.1,54.94025
2-NE_ABMI Ecosystem Health 2015,2,ABMI Ecosystem Health 2015,2-NE,59.970813,-112.202679,Boreal,Northern Mixedwood,Lower Athabasca,21,419,98,347,-2.7,-24.8,16,59.970813
2-NW_ABMI Ecosystem Health 2015,2,ABMI Ecosystem Health 2015,2-NW,59.970813,-112.202679,Boreal,Northern Mixedwood,Lower Athabasca,21,419,98,347,-2.7,-24.8,16,59.970813
2-SE_ABMI Ecosystem Health 2015,2,ABMI Ecosystem Health 2015,2-SE,59.970813,-112.202679,Boreal,Northern Mixedwood,Lower Athabasca,21,419,98,347,-2.7,-24.8,16,59.970813
2-SW_ABMI Ecosystem Health 2015,2,ABMI Ecosystem Health 2015,2-SW,59.970813,-112.202679,Boreal,Northern Mixedwood,Lower Athabasca,21,419,98,347,-2.7,-24.8,16,59.970813
210-NE_ABMI Ecosystem Health 2017,210,ABMI Ecosystem Health 2017,210-NE,58.363522,-110.99514,Boreal,Athabasca Plain,Lower Athabasca,22.2,483,105,387,-1.4,-23.4,16.6,58.363522
210-SE_ABMI Ecosystem Health 2017,210,ABMI Ecosystem Health 2017,210-SE,58.363521,-110.99514,Boreal,Athabasca Plain,Lower Athabasca,22.2,483,105,387,-1.4,-23.4,16.6,58.363521
210-SW_ABMI Ecosystem Health 2017,210,ABMI Ecosystem Health 2017,210-SW,58.363521,-110.99514,Boreal,Athabasca Plain,Lower Athabasca,22.2,483,105,387,-1.4,-23.4,16.6,58.363521
211-NE_ABMI Ecosystem Health 2017,211,ABMI Ecosystem Health 2017,211-NE,58.377475,-110.641006,Boreal,Athabasca Plain,Lower Athabasca,20.7,471,102,396,-1.8,-24,16.2,58.377475
211-NW_ABMI Ecosystem Health 2017,211,ABMI Ecosystem Health 2017,211-NW,58.377475,-110.641006,Boreal,Athabasca Plain,Lower Athabasca,20.7,471,102,396,-1.8,-24,16.2,58.377475
211-SE_ABMI Ecosystem Health 2017,211,ABMI Ecosystem Health 2017,211-SE,58.377475,-110.641006,Boreal,Athabasca Plain,Lower Athabasca,20.7,471,102,396,-1.8,-24,16.2,58.377475
211-SW_ABMI Ecosystem Health 2017,211,ABMI Ecosystem Health 2017,211-SW,58.377475,-110.641006,Boreal,Athabasca Plain,Lower Athabasca,20.7,471,102,396,-1.8,-24,16.2,58.377475
212-NE_ABMI Ecosystem Health 2017,829,ABMI Ecosystem Health 2017,212-NE,54.630927,-110.416566,Boreal,Central Mixedwood,Lower Athabasca,23.4,539,104,457,0.7,-18.8,16.3,54.630927
212-NW_ABMI Ecosystem Health 2017,212,ABMI Ecosystem Health 2017,212-NW,58.304599,-110.380775,Boreal,Athabasca Plain,Lower Athabasca,20.7,430,102,396,-1.8,-23.9,16.3,58.304599
212-SE_ABMI Ecosystem Health 2017,212,ABMI Ecosystem Health 2017,212-SE,58.304599,-110.380775,Boreal,Athabasca Plain,Lower Athabasca,20.7,430,102,396,-1.8,-23.9,16.3,58.304599
212-SW_ABMI Ecosystem Health 2017,212,ABMI Ecosystem Health 2017,212-SW,58.3046,-110.380775,Boreal,Athabasca Plain,Lower Athabasca,20.7,430,102,396,-1.8,-23.9,16.3,58.3046
213-NE_ABMI Ecosystem Health 2018,213,ABMI Ecosystem Health 2018,213-NE,58.28754,-110.057426,Boreal,Athabasca Plain,Lower Athabasca,20.9,424,101,393,-1.8,-23.7,16.3,58.28754
213-SW_ABMI Ecosystem Health 2018,213,ABMI Ecosystem Health 2018,213-SW,58.28754,-110.057426,Boreal,Athabasca Plain,Lower Athabasca,20.9,424,101,393,-1.8,-23.7,16.3,58.28754
221-NE_ABMI Ecosystem Health 2021,221,ABMI Ecosystem Health 2021,221-NE,58.754405,-117.53981,Boreal,Central Mixedwood,Lower Peace,20.4,494,97,406,-1.7,-22.4,15.8,58.754405
221-NW_ABMI Ecosystem Health 2021,221,ABMI Ecosystem Health 2021,221-NW,58.754405,-117.53981,Boreal,Central Mixedwood,Lower Peace,20.4,494,97,406,-1.7,-22.4,15.8,58.754405
221-SE_ABMI Ecosystem Health 2021,221,ABMI Ecosystem Health 2021,221-SE,58.754405,-117.53981,Boreal,Central Mixedwood,Lower Peace,20.4,494,97,406,-1.7,-22.4,15.8,58.754405
221-SW_ABMI Ecosystem Health 2021,221,ABMI Ecosystem Health 2021,221-SW,58.754405,-117.53981,Boreal,Central Mixedwood,Lower Peace,20.4,494,97,406,-1.7,-22.4,15.8,58.754405
222-NE_ABMI Ecosystem Health 2020,222,ABMI Ecosystem Health 2020,222-NE,58.740612,-117.138252,Boreal,Central Mixedwood,Lower Peace,20.6,496,98,407,-1.6,-22,16,58.740612
222-NW_ABMI Ecosystem Health 2020,222,ABMI Ecosystem Health 2020,222-NW,58.740612,-117.138252,Boreal,Central Mixedwood,Lower Peace,20.6,496,98,407,-1.6,-22,16,58.740612
222-SE_ABMI Ecosystem Health 2020,222,ABMI Ecosystem Health 2020,222-SE,58.740612,-117.138252,Boreal,Central Mixedwood,Lower Peace,20.6,496,98,407,-1.6,-22,16,58.740612
222-SW_ABMI Ecosystem Health 2020,222,ABMI Ecosystem Health 2020,222-SW,58.740612,-117.138252,Boreal,Central Mixedwood,Lower Peace,20.6,496,98,407,-1.6,-22,16,58.740612
223-NE_ABMI Ecosystem Health 2020,223,ABMI Ecosystem Health 2020,223-NE,58.712913,-116.843819,Boreal,Central Mixedwood,Lower Peace,20.7,494,99,405,-1.6,-22.3,16,58.712913
223-SE_ABMI Ecosystem Health 2020,223,ABMI Ecosystem Health 2020,223-SE,58.712913,-116.843819,Boreal,Central Mixedwood,Lower Peace,20.7,494,99,405,-1.6,-22.3,16,58.712913
223-SW_ABMI Ecosystem Health 2020,223,ABMI Ecosystem Health 2020,223-SW,58.712913,-116.843819,Boreal,Central Mixedwood,Lower Peace,20.7,494,99,405,-1.6,-22.3,16,58.712913
224-NE_ABMI Ecosystem Health 2020,224,ABMI Ecosystem Health 2020,224-NE,58.732551,-116.544121,Boreal,Central Mixedwood,Lower Peace,20.2,487,101,406,-1.8,-22.8,16.1,58.732551
224-NW_ABMI Ecosystem Health 2020,224,ABMI Ecosystem Health 2020,224-NW,58.732551,-116.544121,Boreal,Central Mixedwood,Lower Peace,20.2,487,101,406,-1.8,-22.8,16.1,58.732551
224-SE_ABMI Ecosystem Health 2020,224,ABMI Ecosystem Health 2020,224-SE,58.732551,-116.544121,Boreal,Central Mixedwood,Lower Peace,20.2,487,101,406,-1.8,-22.8,16.1,58.732551
224-SW_ABMI Ecosystem Health 2020,224,ABMI Ecosystem Health 2020,224-SW,58.732551,-116.544121,Boreal,Central Mixedwood,Lower Peace,20.2,487,101,406,-1.8,-22.8,16.1,58.732551
228-NE_ABMI Ecosystem Health 2022,228,ABMI Ecosystem Health 2022,228-NE,58.636993,-115.056686,Boreal,Lower Boreal Highlands,Lower Peace,18.3,429,99,415,-2.4,-24.4,15.7,58.636993
228-NW_ABMI Ecosystem Health 2022,228,ABMI Ecosystem Health 2022,228-NW,58.636993,-115.056686,Boreal,Lower Boreal Highlands,Lower Peace,18.3,429,99,415,-2.4,-24.4,15.7,58.636993
228-SE_ABMI Ecosystem Health 2022,228,ABMI Ecosystem Health 2022,228-SE,58.636993,-115.056686,Boreal,Lower Boreal Highlands,Lower Peace,18.3,429,99,415,-2.4,-24.4,15.7,58.636993
228-SW_ABMI Ecosystem Health 2022,228,ABMI Ecosystem Health 2022,228-SW,58.636993,-115.056686,Boreal,Lower Boreal Highlands,Lower Peace,18.3,429,99,415,-2.4,-24.4,15.7,58.636993
